,itemList
1,sausage,whole milk,semi-finished bread,yogurt
2,whole milk,pastry,salty snack
2075,frankfurter,yogurt,waffles
2076,other vegetables,whipped/sour cream
2077,misc. beverages,bottled beer,dishes,onions
2078,sausage,bottled beer,whole milk,frozen vegetables
2079,finished products,frozen vegetables
2080,specialty chocolate,whipped/sour cream
2081,chicken,margarine,long life bakery product
2082,soda,candy
2083,frankfurter,other vegetables,specialty bar
2084,bottled beer,frozen dessert,rolls/buns,berries,rice,white bread
2085,rolls/buns,candy
2086,pastry,other vegetables
2087,tropical fruit,butter
2088,misc. beverages,oil
2089,whole milk,flour
2090,soda,onions,pastry
2091,other vegetables,whipped/sour cream
2092,hamburger meat,cat food,margarine
2093,butter,cat food,roll products
2094,whole milk,other vegetables
2095,white bread,newspapers
2096,frozen fish,bottled beer
2097,specialty chocolate,pork
2098,frankfurter,brown bread
2099,rolls/buns,newspapers
2100,misc. beverages,shopping bags
2101,white bread,seasonal products
2102,dessert,whole milk
2103,yogurt,whole milk
2104,beef,cream cheese
2105,packaged fruit/vegetables,bottled beer
2106,napkins,citrus fruit
2107,whole milk,beverages
2108,frozen vegetables,newspapers
2109,specialty bar,canned beer
2110,citrus fruit,whole milk
2111,citrus fruit,chewing gum
2112,misc. beverages,domestic eggs
2113,tropical fruit,mustard,sliced cheese
2114,salty snack,canned beer
2115,other vegetables,whole milk
2116,other vegetables,pip fruit,domestic eggs
2117,grapes,onions
2118,newspapers,napkins
2119,meat,butter
2120,shopping bags,sparkling wine
2121,curd,shopping bags
2122,sausage,margarine
2123,soda,pip fruit,sugar,brown bread
2124,sliced cheese,liquor,hygiene articles
2125,citrus fruit,dessert,bottled water
2126,frankfurter,sausage,pastry,newspapers,newspapers,honey
2127,bottled water,pastry,fruit/vegetable juice
2128,sliced cheese,cat food
2129,rolls/buns,soda,curd,dessert
2130,UHT-milk,pastry
2131,pet care,whole milk
2132,yogurt,long life bakery product,onions,hygiene articles,sugar
2133,frankfurter,cream cheese,long life bakery product
2134,fruit/vegetable juice,margarine
2135,tropical fruit,rolls/buns
2136,soda,whole milk
2137,other vegetables,yogurt
2138,pip fruit,rolls/buns
2139,citrus fruit,soda,butter,hard cheese
2140,yogurt,shopping bags
2141,rolls/buns,frozen vegetables
2142,curd,margarine
2143,hygiene articles,skin care
2144,other vegetables,whole milk,yogurt,hard cheese,bottled beer
2145,sausage,zwieback,jam
2146,pork,beverages,dishes
2147,root vegetables,processed cheese
2148,hamburger meat,root vegetables
2149,dessert,butter
2150,coffee,whole milk
2151,fruit/vegetable juice,pip fruit
2152,citrus fruit,newspapers
2153,frozen meals,bottled beer
2154,root vegetables,white bread
2155,soap,hard cheese
2156,packaged fruit/vegetables,whole milk,photo/film,oil
2157,other vegetables,rolls/buns
2158,canned beer,onions
2159,meat,other vegetables
2160,sausage,rolls/buns,rolls/buns
2161,sugar,bottled water
2162,brown bread,yogurt
2163,specialty bar,yogurt
2164,bottled beer,rolls/buns,whole milk
2165,finished products,whole milk
2166,other vegetables,yogurt
2167,beef,newspapers
2168,bottled beer,nut snack
2169,liver loaf,hamburger meat,sausage,whole milk,whipped/sour cream,other vegetables,white bread,whole milk,rolls/buns
2170,pip fruit,soda
2171,bottled water,beverages
2172,whole milk,other vegetables,pot plants
2173,pot plants,other vegetables
2174,dessert,UHT-milk,margarine
2175,frozen meals,cake bar
2176,other vegetables,oil
2177,UHT-milk,whole milk
2178,UHT-milk,whole milk
2179,ice cream,soda
2180,cream cheese,rolls/buns
2181,root vegetables,white bread,sliced cheese
2182,sausage,soda
2183,semi-finished bread,whole milk
2184,sausage,rolls/buns
2185,tropical fruit,tropical fruit,pot plants,berries,other vegetables,shopping bags
2186,cream cheese,candy
2187,butter,frozen vegetables
2188,beef,soda
2189,whole milk,root vegetables
2190,yogurt,pip fruit
2191,other vegetables,whipped/sour cream
2192,pip fruit,fruit/vegetable juice
2193,citrus fruit,beef
2194,root vegetables,butter
2195,ice cream,beef
2196,sausage,whole milk
2197,canned beer,whole milk
2198,flour,sugar
2199,canned beer,white bread
2200,frozen meals,chicken,whipped/sour cream,whole milk,bottled beer
2201,whole milk,frankfurter,domestic eggs,flour
2202,sausage,margarine
2203,rolls/buns,specialty bar
2204,pip fruit,rum
2205,tropical fruit,fruit/vegetable juice
2206,other vegetables,canned beer,whole milk
2207,white wine,rolls/buns
2208,yogurt,citrus fruit
2209,soda,fruit/vegetable juice
2210,sausage,seasonal products
2211,butter,red/blush wine
2212,dog food,canned beer
2213,ham,bottled beer
2214,frankfurter,other vegetables
2215,other vegetables,onions
2216,margarine,shopping bags,pickled vegetables,rolls/buns
2217,root vegetables,citrus fruit
2218,fruit/vegetable juice,ice cream
2219,frankfurter,hamburger meat
2220,napkins,pastry,whole milk
2221,whole milk,red/blush wine,shopping bags,cream cheese,canned beer
2222,tropical fruit,frozen vegetables,whole milk,snack products
2223,rolls/buns,soda,chocolate,soda
2224,other vegetables,sugar
2225,soft cheese,napkins
2226,whole milk,fruit/vegetable juice
2227,pickled vegetables,butter
2228,other vegetables,napkins,white wine
2229,bottled beer,pastry,cream cheese
2230,yogurt,root vegetables,oil
2231,sausage,yogurt
2232,liver loaf,frozen meals,yogurt,domestic eggs,flower (seeds),coffee
2233,bottled beer,other vegetables
2234,sausage,whole milk
2235,yogurt,citrus fruit,ice cream,soups
2236,frozen meals,canned vegetables
2237,butter,soda,oil
2238,canned beer,rolls/buns,softener
2239,bottled water,frozen vegetables
2240,tropical fruit,pastry
2241,other vegetables,salt
2242,yogurt,cookware
2243,whole milk,butter
2244,white wine,canned vegetables,flour
2245,turkey,whipped/sour cream
2246,soda,cream cheese
2247,specialty cheese,napkins
2248,bottled beer,whole milk
2249,sausage,beverages
2250,white bread,bottled water
2251,herbs,white bread,curd cheese
2252,yogurt,herbs,pastry,whipped/sour cream,canned fish
2253,ham,coffee
2254,frankfurter,prosecco
2255,margarine,whole milk,berries
2256,whole milk,frozen meals
2257,whole milk,pastry
2258,whole milk,pip fruit
2259,sugar,dish cleaner
2260,oil,soda,waffles
2261,sauces,frozen meals
2262,rolls/buns,dessert
2263,bottled beer,sugar,popcorn
2264,root vegetables,whipped/sour cream
2265,cream cheese,mustard
2266,whole milk,napkins
2267,canned fruit,whole milk
2268,hamburger meat,candy,napkins
2269,chicken,whole milk
2270,dessert,napkins,long life bakery product
2271,root vegetables,waffles,whipped/sour cream
2272,whole milk,root vegetables
2273,beef,jam,flower (seeds)
2274,whole milk,yogurt
2275,chicken,yogurt
2276,frozen meals,cream cheese
2277,tropical fruit,frozen dessert,napkins
2278,bottled water,sparkling wine
2279,beef,waffles,detergent,shopping bags
2280,other vegetables,soda
2281,ham,canned fruit
2282,bottled beer,yogurt,butter milk
2283,sugar,butter milk,photo/film
2284,misc. beverages,shopping bags
2285,whole milk,salty snack
2286,meat,rolls/buns,soda
2287,canned beer,tropical fruit,margarine
2288,frozen meals,ham,specialty chocolate,roll products
2289,canned fish,rolls/buns
2290,soda,soda
2291,citrus fruit,pastry
2292,frankfurter,chocolate
2293,other vegetables,beverages
2294,red/blush wine,berries
2295,rolls/buns,whole milk,napkins,fruit/vegetable juice,mustard
2296,sausage,butter
2297,frozen meals,jam
2298,packaged fruit/vegetables,rolls/buns,root vegetables,napkins,soft cheese
2299,meat,butter milk
2300,zwieback,rice
2301,pot plants,bottled water,yogurt
2302,other vegetables,packaged fruit/vegetables
2303,pastry,chewing gum
2304,rolls/buns,hygiene articles,fruit/vegetable juice
2305,root vegetables,pip fruit,other vegetables,canned beer
2306,rolls/buns,pastry
2307,hamburger meat,white bread
2308,soda,pastry,bottled water
2309,fruit/vegetable juice,cream cheese
2310,pastry,whole milk
2311,whole milk,margarine,soda,softener
2312,chicken,yogurt
2313,citrus fruit,ham
2314,yogurt,whole milk
2315,frozen dessert,tropical fruit
2316,semi-finished bread,tropical fruit
2317,whole milk,rolls/buns
2318,tropical fruit,herbs
2319,domestic eggs,mayonnaise,coffee
2320,onions,rolls/buns
2321,brown bread,shopping bags,soda
2322,chicken,napkins,soda
2323,root vegetables,newspapers
2324,house keeping products,whole milk
2325,misc. beverages,white bread
2326,ready soups,shopping bags
2327,condensed milk,pork,whole milk,pastry
2328,brown bread,yogurt
2329,chicken,soda
2330,rolls/buns,bottled water,whole milk
2331,fruit/vegetable juice,herbs
2332,bottled water,frankfurter,curd,butter milk
2333,whole milk,other vegetables,yogurt,newspapers,bottled water,pet care
2334,chocolate,white bread
2335,whole milk,shopping bags
2336,butter,citrus fruit
2337,rolls/buns,bottled beer
2338,root vegetables,napkins
2339,other vegetables,liquor (appetizer)
2340,white bread,hygiene articles
2341,other vegetables,whole milk
2342,berries,other vegetables
2343,prosecco,chewing gum
2344,whole milk,hard cheese,candles,bottled beer,shopping bags,jam
2345,long life bakery product,chocolate
2346,ham,female sanitary products
2347,frankfurter,tropical fruit,mustard
2348,butter milk,oil
2349,root vegetables,newspapers
2350,other vegetables,candy
2351,UHT-milk,whipped/sour cream
2352,pip fruit,canned beer,pork,white bread
2353,cream cheese,pastry
2354,bottled beer,hygiene articles
2355,bottled water,yogurt
2356,yogurt,rolls/buns
2357,whole milk,soda
2358,salty snack,brown bread,napkins
2359,citrus fruit,specialty cheese
2360,hygiene articles,pastry
2361,whole milk,waffles,waffles
2362,butter,newspapers
2363,butter milk,sliced cheese,rolls/buns
2364,beverages,sparkling wine
2365,white bread,frozen vegetables
2366,chewing gum,ham
2367,shopping bags,hygiene articles
2368,soda,frankfurter,butter,whole milk
2369,specialty chocolate,flour
2370,yogurt,specialty cheese
2371,other vegetables,whipped/sour cream,salty snack
2372,newspapers,red/blush wine
2373,sausage,rolls/buns,rolls/buns,rolls/buns
2374,grapes,whole milk
2375,pork,pastry
2376,pork,rolls/buns,other vegetables
2377,rolls/buns,yogurt,newspapers
2378,tropical fruit,white wine,bottled beer
2379,pip fruit,salty snack,yogurt
2380,pork,condensed milk
2381,curd,frozen meals
2382,bottled water,berries
2383,coffee,detergent,rolls/buns,pasta
2384,cream cheese,misc. beverages
2385,tropical fruit,whole milk
2386,cat food,canned vegetables
2387,hamburger meat,bottled water
2388,frozen vegetables,dishes,soda,domestic eggs
2389,beef,chicken
2390,hygiene articles,tea
2391,tropical fruit,other vegetables
2392,root vegetables,pastry
2393,other vegetables,citrus fruit
2394,beef,curd
2395,newspapers,yogurt,semi-finished bread
2396,bottled beer,canned beer,fruit/vegetable juice
2397,chicken,herbs,frozen meals
2398,citrus fruit,rolls/buns,canned fish
2399,hamburger meat,pastry,flour
2400,newspapers,cream cheese,long life bakery product
2401,whole milk,long life bakery product,margarine
2402,pip fruit,frozen vegetables,butter milk
2403,whisky,shopping bags,rum
2404,pip fruit,other vegetables
2405,cream cheese,rolls/buns
2406,dish cleaner,rolls/buns,frozen potato products,frozen vegetables
2407,whole milk,frozen dessert
2408,whole milk,other vegetables
2409,whole milk,butter
2410,cream cheese,female sanitary products
2411,frozen dessert,beef,citrus fruit,root vegetables
2412,sausage,whole milk
2413,brown bread,frozen fish
2414,pip fruit,white wine,chocolate
2415,bottled water,rolls/buns
2416,hard cheese,bottled beer,whole milk,liquor (appetizer)
2417,ham,rolls/buns
2418,specialty cheese,sliced cheese
2419,tropical fruit,dessert,white bread,bottled water
2420,frozen meals,frozen meals
2421,frozen potato products,rolls/buns
2422,other vegetables,whole milk
2423,beef,butter
2424,pork,coffee,margarine
2425,citrus fruit,flour
2426,newspapers,soda,female sanitary products
2427,sausage,dish cleaner
2428,chewing gum,other vegetables,specialty bar
2429,brown bread,frozen dessert
2430,coffee,whole milk
2431,specialty chocolate,frozen vegetables
2432,dishes,yogurt
2433,frankfurter,bottled water
2434,yogurt,tropical fruit
2435,misc. beverages,sliced cheese,domestic eggs
2436,beef,specialty chocolate
2437,packaged fruit/vegetables,other vegetables
2438,pip fruit,tidbits
2439,dessert,mustard,white bread
2440,tropical fruit,frozen fruits
2441,root vegetables,salty snack,whipped/sour cream
2442,packaged fruit/vegetables,root vegetables,sliced cheese,pip fruit
2443,pip fruit,white wine,shopping bags
2444,rolls/buns,sugar,fruit/vegetable juice
2445,beef,bottled water
2446,pork,yogurt
2447,yogurt,soft cheese,herbs,rolls/buns
2448,rolls/buns,onions,butter,whole milk,rolls/buns
2449,tropical fruit,tropical fruit
2450,rolls/buns,misc. beverages,soda
2451,pork,sugar
2452,whole milk,frankfurter,whole milk,curd,canned vegetables
2453,curd cheese,canned beer
2454,other vegetables,soda
2455,whole milk,UHT-milk
2456,pip fruit,flower (seeds)
2457,sausage,long life bakery product
2458,beef,onions
2459,herbs,curd
2460,citrus fruit,female sanitary products
2461,turkey,bottled water
2462,chicken,rolls/buns,pip fruit,pastry,frozen meals
2463,soda,sausage,root vegetables,pork,whole milk,vinegar,other vegetables,domestic eggs,shopping bags
2464,ice cream,citrus fruit,soda
2465,fish,pickled vegetables,hard cheese
2466,chicken,pork,newspapers
2467,sausage,white bread
2468,pip fruit,brandy
2469,whole milk,yogurt
2470,citrus fruit,grapes
2471,chicken,ice cream,bottled water
2472,detergent,tropical fruit,soda,margarine
2473,zwieback,shopping bags,kitchen towels
2474,sausage,beverages
2475,other vegetables,misc. beverages
2476,root vegetables,soda
2477,other vegetables,tropical fruit
2478,citrus fruit,whole milk,fruit/vegetable juice,dishes
2479,hamburger meat,rolls/buns
2480,liver loaf,specialty chocolate
2481,citrus fruit,onions
2482,yogurt,seasonal products
2483,tropical fruit,pip fruit,prosecco
2484,pork,frozen dessert
2485,citrus fruit,canned beer
2486,bottled water,whole milk
2487,ham,onions
2488,rolls/buns,brown bread,whipped/sour cream
2489,rolls/buns,cake bar
2490,other vegetables,frozen vegetables,rolls/buns
2491,whole milk,rolls/buns,salty snack
2492,pet care,dog food
2493,fruit/vegetable juice,beverages
2494,specialty bar,soda
2495,butter,soda
2496,pip fruit,popcorn,rolls/buns,bottled water
2497,other vegetables,newspapers
2498,pip fruit,pip fruit,whipped/sour cream,shopping bags,domestic eggs,soda,cake bar,frozen meals
2499,liquor,fruit/vegetable juice
2500,citrus fruit,dessert
2501,other vegetables,newspapers
2502,yogurt,berries
2503,canned beer,seasonal products
2504,whole milk,pip fruit
2505,root vegetables,turkey,bottled water
2506,white wine,curd
2507,canned beer,white bread
2508,whole milk,whole milk,coffee,oil
2509,other vegetables,whole milk
2510,whole milk,waffles
2511,beverages,pickled vegetables
2512,soda,bottled water
2513,brown bread,canned beer
2514,pork,root vegetables
2515,whole milk,whole milk,candles
2516,coffee,pastry
2517,domestic eggs,UHT-milk
2518,sausage,curd
2519,specialty bar,other vegetables,misc. beverages
2520,chicken,house keeping products
2521,finished products,root vegetables
2522,beef,pastry,whole milk
2523,rolls/buns,cake bar
2524,frankfurter,soda
2525,sugar,curd
2526,brown bread,rolls/buns
2527,newspapers,whipped/sour cream,bottled water,curd cheese
2528,citrus fruit,yogurt
2529,sausage,sausage,frozen vegetables,pastry
2530,dessert,fruit/vegetable juice,napkins
2531,whole milk,soda,other vegetables
2532,other vegetables,sugar,oil
2533,canned beer,ready soups
2534,chewing gum,cake bar
2535,citrus fruit,chicken
2536,onions,pastry
2537,cream cheese,canned beer,waffles
2538,UHT-milk,other vegetables,cream cheese,rolls/buns
2539,spread cheese,specialty chocolate,sugar
2540,rolls/buns,butter
2541,tropical fruit,dessert,rolls/buns,long life bakery product
2542,meat,rolls/buns
2543,cream cheese,yogurt
2544,domestic eggs,root vegetables
2545,whole milk,coffee
2546,newspapers,whole milk,chewing gum
2547,root vegetables,rolls/buns
2548,tropical fruit,mustard
2549,pip fruit,other vegetables
2550,dish cleaner,soda
2551,misc. beverages,rolls/buns,frozen vegetables,beverages,condensed milk
2552,sausage,butter
2553,tropical fruit,other vegetables
2554,root vegetables,kitchen towels
2555,yogurt,yogurt
2556,other vegetables,yogurt,brown bread
2557,other vegetables,citrus fruit,pork,shopping bags
2558,citrus fruit,pip fruit
2559,liquor (appetizer),hygiene articles
2560,onions,margarine,sweet spreads
2561,canned vegetables,chicken,rolls/buns
2562,other vegetables,other vegetables
2563,pip fruit,shopping bags
2564,canned beer,photo/film
2565,pork,yogurt,margarine
2566,whole milk,bottled beer
2567,other vegetables,waffles
2568,pastry,whipped/sour cream,decalcifier
2569,yogurt,pip fruit,yogurt
2570,misc. beverages,bottled water,mustard
2571,pork,waffles,tropical fruit,pork,canned beer,whipped/sour cream,newspapers,cream cheese
2572,whole milk,newspapers,frozen vegetables
2573,white bread,cream cheese
2574,frozen fish,whole milk
2575,rolls/buns,sauces
2576,baking powder,soda
2577,root vegetables,grapes,soda
2578,canned beer,brandy,waffles,cat food,dishes,light bulbs
2579,yogurt,soda
2580,coffee,bottled water,chocolate
2581,bottled beer,brown bread
2582,sausage,whipped/sour cream
2583,cat food,whole milk,turkey,spread cheese,canned beer,berries,long life bakery product
2584,meat,citrus fruit,chocolate,pastry,rolls/buns
2585,other vegetables,whole milk
2586,oil,onions
2587,sausage,root vegetables
2588,white bread,coffee
2589,chicken,brown bread
2590,specialty chocolate,rolls/buns
2591,chicken,rolls/buns
2592,yogurt,yogurt
2593,frankfurter,whole milk,hamburger meat,white bread
2594,bottled beer,citrus fruit,shopping bags
2595,frankfurter,yogurt
2596,oil,herbs
2597,chicken,whole milk
2598,newspapers,specialty chocolate
2599,soda,soda
2600,spread cheese,butter,hygiene articles
2601,cream cheese,rice
2602,mustard,zwieback
2603,whipped/sour cream,rolls/buns,soda
2604,newspapers,domestic eggs
2605,butter,specialty chocolate,frozen meals
2606,spread cheese,specialty chocolate
2607,margarine,bottled water
2608,chicken,whole milk,curd,frozen meals,beverages
2609,ham,white wine,shopping bags
2610,brown bread,pip fruit
2611,whole milk,chocolate
2612,meat,fruit/vegetable juice,long life bakery product,bottled water
2613,pip fruit,bottled water
2614,rolls/buns,pip fruit
2615,chicken,rolls/buns,other vegetables,margarine
2616,frankfurter,frozen vegetables
2617,domestic eggs,rolls/buns
2618,hamburger meat,red/blush wine,salty snack
2619,whole milk,bottled water
2620,nuts/prunes,canned beer,other vegetables,shopping bags
2621,soda,curd,sliced cheese
2622,brown bread,pet care
2623,coffee,whole milk
2624,herbs,vinegar,shopping bags
2625,root vegetables,onions,whole milk,butter
2626,other vegetables,rolls/buns,whole milk,margarine
2627,bottled water,soda
2628,tropical fruit,whole milk
2629,butter,dessert
2630,canned beer,newspapers
2631,chewing gum,pastry,pastry
2632,tropical fruit,whole milk
2633,whole milk,soda,soda
2634,citrus fruit,newspapers,shopping bags
2635,citrus fruit,sweet spreads
2636,yogurt,sliced cheese,whipped/sour cream
2637,tropical fruit,margarine
2638,fruit/vegetable juice,other vegetables
2639,whole milk,canned beer
2640,chicken,salty snack,coffee
2641,hamburger meat,rolls/buns,pip fruit,berries
2642,curd,chicken
2643,dessert,newspapers
2644,tropical fruit,yogurt
2645,bottled beer,other vegetables
2646,pastry,detergent
2647,other vegetables,pip fruit,napkins
2648,root vegetables,whole milk
2649,other vegetables,pip fruit,dessert,red/blush wine
2650,citrus fruit,beef
2651,brown bread,whole milk,canned fish,brown bread
2652,soda,bottled water,ice cream
2653,root vegetables,processed cheese
2654,rolls/buns,rum
2655,beef,pet care
2656,newspapers,pastry
2657,other vegetables,whipped/sour cream
2658,frankfurter,rolls/buns,newspapers,waffles
2659,meat,whole milk,ready soups
2660,frankfurter,whole milk
2661,sugar,napkins
2662,other vegetables,rolls/buns
2663,sausage,whole milk
2664,sausage,semi-finished bread
2665,whole milk,whole milk
2666,chicken,waffles
2667,other vegetables,processed cheese
2668,other vegetables,long life bakery product
2669,sausage,salt
2670,bottled beer,tropical fruit
2671,pork,long life bakery product
2672,citrus fruit,canned beer,flour
2673,citrus fruit,yogurt
2674,whole milk,coffee,salty snack,root vegetables,yogurt,oil,soft cheese
2675,pip fruit,canned fish,organic sausage,pastry
2676,mustard,rolls/buns,white bread,newspapers
2677,zwieback,butter
2678,rolls/buns,bottled water
2679,chocolate,whipped/sour cream,baking powder,frozen vegetables
2680,other vegetables,beverages
2681,beef,rum,brown bread
2682,napkins,yogurt
2683,sausage,tropical fruit,pork,rolls/buns
2684,curd,rolls/buns,candy
2685,soda,napkins
2686,butter,soda
2687,rolls/buns,pickled vegetables,chocolate,whole milk
2688,whole milk,root vegetables
2689,tropical fruit,long life bakery product
2690,butter,soda
2691,tropical fruit,citrus fruit
2692,citrus fruit,whole milk,rolls/buns,liquor,tropical fruit
2693,sausage,detergent
2694,yogurt,flour
2695,hamburger meat,condensed milk
2696,pastry,hamburger meat,newspapers,other vegetables,root vegetables,instant coffee,yogurt,domestic eggs
2697,brown bread,soda
2698,yogurt,rolls/buns
2699,dessert,pastry
2700,whole milk,liquor (appetizer)
2701,sausage,soda
2702,pastry,photo/film
2703,whipped/sour cream,rolls/buns
2704,root vegetables,soda,dessert
2705,ham,curd cheese
2706,tropical fruit,white bread
2707,domestic eggs,whole milk,napkins
2708,specialty bar,soda
2709,canned beer,yogurt
2710,margarine,bottled beer
2711,sausage,napkins,curd
2712,specialty chocolate,candles
2713,rolls/buns,packaged fruit/vegetables
2714,fruit/vegetable juice,packaged fruit/vegetables
2715,liver loaf,other vegetables
2716,frankfurter,mustard
2717,other vegetables,root vegetables
2718,napkins,photo/film
2719,sausage,detergent,salty snack
2720,pip fruit,frozen meals,white bread,brown bread,fruit/vegetable juice,pastry
2721,frankfurter,whipped/sour cream
2722,sliced cheese,dessert,cream cheese
2723,root vegetables,whipped/sour cream,specialty bar
2724,canned beer,soda
2725,domestic eggs,bottled beer
2726,tropical fruit,yogurt
2727,whole milk,UHT-milk
2728,Instant food products,pip fruit
2729,root vegetables,margarine
2730,tropical fruit,cream cheese
2731,pip fruit,bottled water
2732,curd,whipped/sour cream
2733,canned beer,red/blush wine
2734,root vegetables,other vegetables
2735,frankfurter,margarine,frozen vegetables
2736,roll products,rolls/buns
2737,kitchen utensil,bottled water,rolls/buns,pasta,bottled water
2738,bottled beer,butter
2739,whipped/sour cream,yogurt,processed cheese,rolls/buns
2740,soda,root vegetables
2741,pip fruit,roll products,beverages,whole milk,canned fish,sugar
2742,berries,root vegetables
2743,ham,onions,baking powder
2744,frankfurter,specialty cheese,soft cheese
2745,shopping bags,rolls/buns
2746,root vegetables,dog food
2747,beef,shopping bags
2748,whole milk,baking powder,newspapers
2749,onions,pastry,soda
2750,whole milk,candy
2751,sausage,pip fruit
2752,yogurt,newspapers
2753,whipped/sour cream,herbs,flour,oil
2754,pip fruit,butter
2755,pip fruit,butter milk
2756,newspapers,cake bar
2757,canned beer,other vegetables
2758,other vegetables,cream cheese
2759,root vegetables,pickled vegetables
2760,berries,canned fish
2761,sausage,other vegetables,other vegetables,butter milk
2762,hygiene articles,pastry
2763,other vegetables,whole milk,sliced cheese
2764,cream cheese,fruit/vegetable juice
2765,whole milk,rolls/buns
2766,citrus fruit,beverages,pip fruit,other vegetables
2767,whipped/sour cream,cream cheese
2768,root vegetables,pickled vegetables
2769,pastry,bottled water
2770,canned beer,curd,coffee,flour
2771,whole milk,soda
2772,waffles,spread cheese
2773,UHT-milk,skin care
2774,ice cream,onions,soda
2775,whole milk,soda
2776,pork,other vegetables
2777,frankfurter,finished products,canned beer,hamburger meat,packaged fruit/vegetables,whipped/sour cream,curd,sweet spreads,white bread
2778,root vegetables,other vegetables
2779,pork,salty snack
2780,yogurt,whole milk
2781,rolls/buns,margarine,whipped/sour cream
2782,salt,whole milk,pickled vegetables
2783,chocolate,other vegetables,chocolate,pip fruit,bottled water,yogurt,pasta,shopping bags
2784,bottled beer,ham,other vegetables,pork,whole milk,oil,brown bread
2785,bottled water,flour
2786,pet care,newspapers,dog food
2787,soda,fruit/vegetable juice
2788,newspapers,sausage,sugar
2789,cream cheese,margarine,dish cleaner
2790,whole milk,hygiene articles
2791,whole milk,dish cleaner,frozen fish,newspapers
2792,tropical fruit,UHT-milk
2793,pudding powder,mustard
2794,shopping bags,shopping bags
2795,bottled beer,seasonal products
2796,rolls/buns,napkins,cream cheese,shopping bags
2797,citrus fruit,other vegetables
2798,dessert,bottled beer
2799,coffee,hard cheese,domestic eggs
2800,pork,semi-finished bread
2801,frankfurter,frozen vegetables
2802,canned beer,soda
2803,yogurt,ketchup,butter
2804,UHT-milk,coffee
2805,whole milk,other vegetables
2806,honey,salty snack
2807,fruit/vegetable juice,rolls/buns
2808,meat,pasta,baking powder
2809,margarine,beef,whipped/sour cream
2810,dessert,canned beer,specialty chocolate
2811,pork,canned beer
2812,meat,rolls/buns
2813,bottled water,shopping bags
2814,pastry,other vegetables
2815,sparkling wine,soda
2816,frankfurter,UHT-milk
2817,whole milk,root vegetables
2818,butter milk,long life bakery product
2819,dessert,other vegetables,long life bakery product
2820,margarine,fruit/vegetable juice
2821,chicken,finished products,rolls/buns,butter,rolls/buns,herbs,white bread
2822,flower soil/fertilizer,butter milk
2823,beverages,pickled vegetables
2824,sausage,root vegetables
2825,bottled beer,canned vegetables
2826,rolls/buns,whole milk,onions
2827,rolls/buns,waffles
2828,specialty bar,pickled vegetables
2829,semi-finished bread,shopping bags
2830,other vegetables,whole milk
2831,butter,mayonnaise
2832,other vegetables,specialty bar
2833,frankfurter,sausage
2834,soda,cream cheese
2835,yogurt,canned beer
2836,sugar,red/blush wine
2837,rolls/buns,make up remover
2838,misc. beverages,brown bread
2839,frankfurter,pip fruit
2840,bottled water,canned vegetables
2841,sausage,whipped/sour cream
2842,whole milk,pip fruit,detergent
2843,newspapers,syrup
2844,yogurt,white bread,salty snack
2845,butter,newspapers
2846,other vegetables,cereals,cleaner
2847,domestic eggs,other vegetables
2848,tropical fruit,cat food
2849,canned beer,margarine
2850,bottled water,canned beer
2851,fish,yogurt
2852,ice cream,UHT-milk
2853,margarine,butter
2854,whole milk,grapes,pastry,yogurt
2855,beef,tropical fruit
2856,tropical fruit,whole milk
2857,margarine,sugar
2858,yogurt,pip fruit,misc. beverages
2859,finished products,butter milk,fruit/vegetable juice,brown bread,pot plants
2860,whole milk,pastry,fruit/vegetable juice
2861,sausage,curd,brown bread
2862,beef,whole milk
2863,tropical fruit,photo/film
2864,bottled water,bottled water
2865,citrus fruit,newspapers
2866,whole milk,beef,rolls/buns,curd,white bread
2867,long life bakery product,rolls/buns
2868,canned fish,canned fish
2869,sausage,yogurt
2870,dessert,sausage,whole milk,oil
2871,sugar,whole milk
2872,pip fruit,curd,specialty bar,beverages,sausage,soft cheese,rolls/buns,yogurt,other vegetables,curd,newspapers
2873,specialty bar,yogurt
2874,tropical fruit,shopping bags
2875,specialty chocolate,butter milk
2876,tropical fruit,yogurt
2877,soda,yogurt
2878,rolls/buns,other vegetables,newspapers
2879,frozen vegetables,onions
2880,coffee,napkins
2881,pork,rolls/buns
2882,misc. beverages,yogurt,misc. beverages
2883,tropical fruit,butter,hamburger meat,rolls/buns,soda,shopping bags
2884,rolls/buns,candy,white bread
2885,bottled water,specialty chocolate
2886,other vegetables,pip fruit
2887,sausage,UHT-milk
2888,pip fruit,other vegetables
2889,bottled water,curd,semi-finished bread
2890,ham,rolls/buns
2891,butter,canned beer,brown bread,canned beer
2892,sausage,bottled water
2893,other vegetables,organic sausage,cling film/bags
2894,ham,berries
2895,curd,other vegetables
2896,turkey,grapes,soda
2897,sausage,fruit/vegetable juice,whole milk,curd
2898,specialty bar,misc. beverages
2899,yogurt,frozen vegetables
2900,canned beer,citrus fruit
2901,frozen meals,finished products,chocolate,other vegetables,whole milk,packaged fruit/vegetables,napkins,salty snack
2902,pork,liquor,long life bakery product
2903,whipped/sour cream,frozen meals
2904,sausage,canned beer
2905,brown bread,brown bread
2906,dessert,berries,mayonnaise
2907,canned beer,other vegetables
2908,long life bakery product,yogurt
2909,UHT-milk,citrus fruit,frozen vegetables
2910,sausage,pork
2911,citrus fruit,yogurt
2912,pip fruit,male cosmetics
